# Honghu A1 Word V2.5 aerodynamic table
# elevator coefficient increment table from Word; added delta=0 zero baseline
alpha_deg/delta_deg,-10,0.0,10,20
0,-0.008,0,-0.009,-0.007
4,-0.008,0,-0.009,-0.007
8,-0.008,0,-0.008,-0.007
12,-0.007,0,-0.008,-0.006
